run_index,source_project,source_test_path,target_project,target_uut_path,pre_build_success,final_build_success,total_attempts,successful_attempt,clone_classification,execution_time_seconds,gemini_api_used,pom_fix_applied,build_failed_initially,llm_response_length,pair_id
1,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,3,3.0,Type-4,81.27664303779602,True,False,True,5815.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
1,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,14.920750856399536,True,False,True,1781.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
1,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,False,3,,Type-2,132.4813449382782,True,False,True,7748.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
1,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,3,3.0,Type-3,56.293081760406494,True,False,True,7098.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
1,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,,105.2468900680542,True,False,True,8913.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
1,PVahldiek/wahlzeit,src/test/java/org/wahlzeit/model/coordinates/SphericCoordinateTest.java,corinna-hederer/wahlzeit,src/main/java/org/wahlzeit/model/Building.java,False,False,0,,,2.7692019939422607,False,False,False,,PVahldiek/wahlzeit|src/test/java/org/wahlzeit/model/coordinates/SphericCoordinateTest.java|corinna-hederer/wahlzeit|src/main/java/org/wahlzeit/model/Building.java
1,galenframework/galen,galen-core/src/test/java/com/galenframework/tests/speclang2/SpecsReaderV2Test.java,tommywo/galen,src/main/java/com/galenframework/specs/SpecText.java,True,False,3,,Type-2,564.1058077812195,True,False,True,63290.0,galenframework/galen|galen-core/src/test/java/com/galenframework/tests/speclang2/SpecsReaderV2Test.java|tommywo/galen|src/main/java/com/galenframework/specs/SpecText.java
1,lessthanoptimal/BoofCV,main/boofcv-geo/src/test/java/boofcv/struct/calib/TestCameraPinhole.java,Pandinosaurus/BoofCV,src/main/java/boofcv/struct/calib/CameraPinholeBrown.java,False,False,0,,,11.70025897026062,False,False,False,,lessthanoptimal/BoofCV|main/boofcv-geo/src/test/java/boofcv/struct/calib/TestCameraPinhole.java|Pandinosaurus/BoofCV|src/main/java/boofcv/struct/calib/CameraPinholeBrown.java
1,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-3,333.7502520084381,True,False,True,23391.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
1,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,2,2.0,Type-2,45.41101908683777,True,False,True,27316.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
1,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,True,2,2.0,Type-3,44.05423903465271,True,False,True,8650.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
2,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,2,2.0,Type-2,50.07678985595703,True,False,True,5676.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
2,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,20.006091833114624,True,False,True,3626.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
2,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,True,3,3.0,Type-3,79.66599798202515,True,False,True,7247.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
2,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,3,3.0,Type-3,71.84595775604248,True,False,True,7591.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
2,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,Type-3,116.46129512786865,True,False,True,8771.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
2,galenframework/galen,galen-core/src/test/java/com/galenframework/tests/speclang2/SpecsReaderV2Test.java,tommywo/galen,src/main/java/com/galenframework/specs/SpecText.java,True,False,3,,Type-3,606.6266939640045,True,False,True,55016.0,galenframework/galen|galen-core/src/test/java/com/galenframework/tests/speclang2/SpecsReaderV2Test.java|tommywo/galen|src/main/java/com/galenframework/specs/SpecText.java
2,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-3,212.09328889846802,True,False,True,17861.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
2,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,2,2.0,,41.50253629684448,True,False,True,27266.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
2,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,True,3,3.0,Type-3,95.14604473114014,True,False,True,7210.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
3,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,3,3.0,Type-3,51.39952778816223,True,False,True,4247.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
3,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,14.006273984909058,True,False,True,2058.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
3,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,True,3,3.0,Type-3,78.69597601890564,True,False,True,9539.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
3,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,3,3.0,Type-3,73.31331014633179,True,False,True,7718.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
3,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,Type-3,97.33833980560303,True,False,True,8855.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
3,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-3,190.65733313560486,True,False,True,10504.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
3,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,3,3.0,Type-2,94.11019492149353,True,False,True,27294.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
3,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,True,3,3.0,Type-4,172.10378885269165,True,False,True,10833.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
4,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,3,3.0,Type-3,79.16417193412781,True,False,True,5050.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
4,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,27.572754859924316,True,False,True,3751.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
